name,success,Constant(suiteName),CountUserInteractions(examples),SumMilliseconds(learningTime),First(timestamp),VersionSpaceVolume(learnedProgramSet),VersionSpaceSize(learnedProgramSet)
mvp-doug.atoms2.E<-TStruct,PASS,EText,2,2336.6347,6/9/2017 10:02,8746,1.42E+12
mvp-doug.atoms2.N1<-TStruct,PASS,EText,1,927.1404,6/9/2017 10:02,7980,1.39E+12
mvp-doug.atoms.E<-TStruct,PASS,EText,2,2327.5774,6/9/2017 10:01,8634,1.34E+12
mvp-doug.atoms.N1<-TStruct,PASS,EText,1,798.2264,6/9/2017 10:01,7868,1.31E+12
mvp-doug.atoms2.N4<-TStruct,PASS,EText,3,2151.6017,6/9/2017 10:02,8026,1.13E+12
mvp-doug.atoms2.N3<-TStruct,PASS,EText,3,2290.4894,6/9/2017 10:02,7513,1.05E+12
mvp-doug.atoms2.N5<-TStruct,PASS,EText,2,1355.771,6/9/2017 10:01,5758,5.38E+11
mvp-doug.atoms.N3<-TStruct,PASS,EText,3,1702.4683,6/9/2017 10:01,5542,2.84E+11
mvp-doug.atoms2.Id<-TStruct,PASS,EText,1,578.3228,6/9/2017 10:02,5649,2.52E+11
louis_log_file2.date_id_name.TheEventId<-TimeGenerated,PASS,EText,1,551.5673,6/9/2017 10:03,4408,1.70E+11
mvp-doug.atoms.Id<-TStruct,PASS,EText,1,526.4149,6/9/2017 10:01,5145,1.69E+11
arp_output.internet_physical_type.Physical<-InternetStruct,PASS,EText,1,608.4703,6/9/2017 10:14,6076,1.59E+11
netlogon.logon.Logon<-root,PASS,EText,3,20173.6691,6/9/2017 8:23,7533,1.42E+11
0000014442.info.DepartureGate<-root,PASS,EText,1,779.4808,6/9/2017 10:40,4727,1.20E+11
0000014442.info.DepartureGate<-Locator,PASS,EText,1,666.1654,6/9/2017 10:39,5307,1.20E+11
0000014442.info.DepartureGate<-Name,PASS,EText,1,714.6904,6/9/2017 10:39,5323,1.20E+11
0000014442.info.DepartureGate<-Company,PASS,EText,1,692.5602,6/9/2017 10:40,4845,1.20E+11
example1.scenario.ReportQueueFileName<-root,PASS,EText,6,147207.8641,6/9/2017 10:06,5218,98083780002
0000021419.info.DepartureGate<-root,PASS,EText,1,782.552,6/9/2017 10:38,4973,84876981000
0000021419.info.DepartureGate<-Locator,PASS,EText,1,678.6335,6/9/2017 10:37,5163,84766500900
0000021419.info.DepartureGate<-Name,PASS,EText,1,670.5123,6/9/2017 10:37,5171,84766500900
0000021419.info.DepartureGate<-Company,PASS,EText,1,629.5504,6/9/2017 10:38,5003,84766500900
louis_log_file2.date_id_name.TheEventId<-root,PASS,EText,1,2803.8892,6/9/2017 10:03,7933,84323892232
0000014442.info.DepartureGate<-From,PASS,EText,1,567.3452,6/9/2017 10:40,4381,76901675850
0000014442.info.DepartureGate<-Flight,PASS,EText,1,529.7887,6/9/2017 10:40,4385,76901675850
mvp-doug.atoms2.N6<-TStruct,PASS,EText,2,1144.2106,6/9/2017 10:01,3833,76327080300
input_text.all.ParamExecutableName<-root,PASS,EText,1,8615.1701,6/9/2017 10:05,4143,75610657662
louis_log_file2.date_id_name.TheStoredProcName<-TimeGenerated,PASS,EText,1,558.7641,6/9/2017 10:03,4084,73636517460
input_text.all.TheProcessName<-ParamExecutableName,PASS,EText,1,1321.0724,6/9/2017 10:04,4537,72000735240
0000009602.info.DepartureTime<-root,PASS,EText,1,640.334,6/9/2017 10:45,4092,69996981840
0000009602.info.DepartureTime<-Locator,PASS,EText,1,516.8086,6/9/2017 10:45,4084,69893947560
0000009602.info.DepartureTime<-Company,PASS,EText,1,524.6348,6/9/2017 10:45,4166,69893947560
louis_log_file2.date_id_name.TheStoredProcName<-TheEventId,PASS,EText,1,551.6005,6/9/2017 10:03,4058,66650584660
0000000121.info.Departing<-Flight,PASS,EText,1,366.0256,6/9/2017 10:55,3886,64223878400
vadump_noMissingProperties.struct.ProtectFlag<-BaseAddressStruct,PASS,EText,1,497.2116,6/9/2017 8:15,4881,57257513280
0000014442.info.DepartureTime<-root,PASS,EText,1,698.1594,6/9/2017 10:40,3712,56943363680
0000014442.info.DepartureTime<-Locator,PASS,EText,1,570.0407,6/9/2017 10:40,4300,56874350640
0000014442.info.DepartureTime<-Name,PASS,EText,1,601.1522,6/9/2017 10:40,4320,56874350640
0000014442.info.DepartureTime<-Company,PASS,EText,1,561.6398,6/9/2017 10:40,3830,56874350640
0000000053.info.Arriving<-Flight,PASS,EText,2,934.6015,6/9/2017 10:57,4431,56372718420
0000014442.info.ArrivalTime<-root,PASS,EText,1,606.8525,6/9/2017 10:39,3711,54967555680
0000014442.info.ArrivalTime<-From,PASS,EText,1,518.8278,6/9/2017 10:39,3797,54899726640
0000014442.info.ArrivalTime<-Flight,PASS,EText,1,481.9781,6/9/2017 10:39,3793,54899726640
0000014442.info.ArrivalTime<-Company,PASS,EText,1,570.3169,6/9/2017 10:39,3707,54899726640
0000014442.info.DepartureGate<-Status,PASS,EText,1,488.5617,6/9/2017 10:40,3605,54615724650
mvp-aektauyi.ibp.User<-FileNameStruct,PASS,EText,2,954.5683,6/9/2017 10:02,3270,54392619008
0000021419.info.DepartureGate<-From,PASS,EText,1,606.3867,6/9/2017 10:38,4587,53892603300
0000021419.info.DepartureGate<-Flight,PASS,EText,1,551.4152,6/9/2017 10:38,4563,53892603300
mvp-doug.atoms2.E<-root,PASS,EText,1,1242.1677,6/9/2017 10:02,5508,52065351510
azure-fabric.bladeID.BladeId<-root,PASS,EText,1,3468.1154,6/9/2017 10:12,5030,51885747969
fabtraces-500.second_third_columns.P2<-P1,PASS,EText,1,1529.1863,6/9/2017 10:06,3313,50157904984
fabtraces-500.second_third_columns.P2<-P1Struct,PASS,EText,1,1139.0441,6/9/2017 10:06,3313,50157904984
vadump.struct.ProtectFlag<-BaseAddressStruct,PASS,EText,1,585.5374,6/9/2017 8:15,4779,50105044416
papers.field2<-field1,PASS,EText,3,3697.7307,6/9/2017 8:20,3639,49239706880
papers.field2<-region0,PASS,EText,3,3563.9164,6/9/2017 8:20,3639,49239706880
mvp-doug.atoms.E<-root,PASS,EText,1,1194.3187,6/9/2017 10:01,5340,48952808230
0000014442.info.ArrivalGate<-root,PASS,EText,1,615.8761,6/9/2017 10:39,3515,47846243640
0000014442.info.ArrivalGate<-From,PASS,EText,1,479.7851,6/9/2017 10:39,3513,47789581320
0000014442.info.ArrivalGate<-Flight,PASS,EText,1,502.1234,6/9/2017 10:39,3621,47789581320
0000014442.info.ArrivalGate<-Company,PASS,EText,1,567.0734,6/9/2017 10:39,3511,47789581320
example1.scenario.ReportQueueFileName<-ReportQueueFileNameStruct,PASS,EText,1,2113.4208,6/9/2017 10:06,5314,47237441580
0000769120.info.ConnectionAirline<-root,PASS,EText,1,675.8547,6/9/2017 10:19,4219,45039848576
0000769120.info.ConnectionAirline<-Time,PASS,EText,1,508.5755,6/9/2017 10:19,4491,44959031616
0000769120.info.ConnectionAirline<-Airline,PASS,EText,1,512.7517,6/9/2017 10:19,4277,44959031616
0000014442.info.DepartureGate<-DepartureTime,PASS,EText,1,485.6889,6/9/2017 10:40,3426,44686373625
0000021419.info.DepartureTime<-root,PASS,EText,1,583.9315,6/9/2017 10:38,3645,44422051680
0000021419.info.DepartureTime<-Locator,PASS,EText,1,516.679,6/9/2017 10:38,3815,44361000240
0000021419.info.DepartureTime<-Name,PASS,EText,1,499.7641,6/9/2017 10:38,3831,44361000240
0000021419.info.DepartureTime<-Company,PASS,EText,1,473.3551,6/9/2017 10:38,3675,44361000240
0000009602.info.DepartureTime<-From,PASS,EText,1,483.2723,6/9/2017 10:45,3564,43455317160
0000009602.info.DepartureTime<-Flight,PASS,EText,1,490.7761,6/9/2017 10:45,3564,43455317160
0000021419.info.To<-root,PASS,EText,1,669.2844,6/9/2017 10:37,3796,42986076672
0000021419.info.To<-Company,PASS,EText,1,555.7174,6/9/2017 10:37,3832,42930366336
0000021419.info.ArrivalTime<-root,PASS,EText,1,538.9265,6/9/2017 10:37,3525,42929104480
0000021419.info.ArrivalTime<-From,PASS,EText,1,484.0592,6/9/2017 10:37,3533,42869198640
0000021419.info.ArrivalTime<-Flight,PASS,EText,1,473.9682,6/9/2017 10:37,3519,42869198640
0000021419.info.ArrivalTime<-Company,PASS,EText,1,500.0395,6/9/2017 10:37,3541,42869198640
mvp-doug.atoms.N4<-TStruct,PASS,EText,3,1195.3253,6/9/2017 10:01,4098,42783326496
0000014442.info.DepartureGate<-ArrivalGate,PASS,EText,1,512.5898,6/9/2017 10:40,4173,42042710250
0000014442.info.DepartureGate<-ArrivalTime,PASS,EText,1,484.9485,6/9/2017 10:40,4173,42042710250
0000014442.info.DepartureGate<-To,PASS,EText,1,528.0153,6/9/2017 10:40,4173,42042710250
0000009602.info.DepartureTime<-Status,PASS,EText,1,431.5931,6/9/2017 10:45,3326,40923432360
0000273856.info.Traveler<-root,PASS,EText,1,2333.0902,6/9/2017 10:34,4653,40662506976
0000000234.info.Traveler<-root,PASS,EText,1,3045.4529,6/9/2017 10:53,4631,40662506976
0000273856.info.Traveler<-Certificate,PASS,EText,1,1068.4767,6/9/2017 10:33,4699,40560323888
0000273856.info.Traveler<-Date,PASS,EText,1,1001.6387,6/9/2017 10:33,4697,40560323888
0000273856.info.Traveler<-CarHeldBy,PASS,EText,1,1088.0053,6/9/2017 10:33,4693,40560323888
0000273856.info.Traveler<-card,PASS,EText,1,994.8239,6/9/2017 10:33,4695,40560323888
0000273856.info.Traveler<-Nonrefundable,PASS,EText,1,1072.1259,6/9/2017 10:33,4749,40560323888
0000273856.info.Traveler<-TotalFare,PASS,EText,1,926.4463,6/9/2017 10:33,4781,40560323888
0000273856.info.Traveler<-TravelerTotal,PASS,EText,1,994.3557,6/9/2017 10:33,4777,40560323888
0000273856.info.Traveler<-Amount,PASS,EText,1,859.7619,6/9/2017 10:33,4777,40560323888
0000273856.info.Traveler<-TicketValue,PASS,EText,1,927.4521,6/9/2017 10:33,4777,40560323888
0000273856.info.Traveler<-Previous,PASS,EText,1,885.8609,6/9/2017 10:33,4821,40560323888
0000273856.info.Traveler<-Ticket2,PASS,EText,1,867.7888,6/9/2017 10:33,4835,40560323888
0000273856.info.Traveler<-Change,PASS,EText,1,843.5921,6/9/2017 10:33,4835,40560323888
0000273856.info.Traveler<-Ticket,PASS,EText,1,878.8995,6/9/2017 10:33,4837,40560323888
0000273856.info.Traveler<-Seats,PASS,EText,1,2068.018,6/9/2017 10:33,4763,40560323888
0000273856.info.Traveler<-Class,PASS,EText,1,2101.3418,6/9/2017 10:33,4781,40560323888
0000273856.info.Traveler<-Arrives,PASS,EText,1,2175.2554,6/9/2017 10:33,4713,40560323888
0000273856.info.Traveler<-Departs,PASS,EText,1,2139.9389,6/9/2017 10:33,4629,40560323888
0000273856.info.Traveler<-Equipment,PASS,EText,1,2132.3766,6/9/2017 10:33,4643,40560323888
0000273856.info.Traveler<-Flight,PASS,EText,1,2228.8502,6/9/2017 10:33,4631,40560323888
0000273856.info.Traveler<-Travelers,PASS,EText,1,2167.3869,6/9/2017 10:33,4639,40560323888
0000273856.info.Traveler<-Confirmation,PASS,EText,1,2308.7615,6/9/2017 10:34,4645,40560323888
0000000234.info.Traveler<-Date,PASS,EText,1,1147.9341,6/9/2017 10:53,4767,40560323888
0000000234.info.Traveler<-CardHeldBy,PASS,EText,1,1085.695,6/9/2017 10:53,4763,40560323888
0000000234.info.Traveler<-Card,PASS,EText,1,1141.4919,6/9/2017 10:53,4771,40560323888
0000000234.info.Traveler<-Nonrefundable,PASS,EText,1,1104.5462,6/9/2017 10:53,4829,40560323888
0000000234.info.Traveler<-TotalFare,PASS,EText,1,1063.2263,6/9/2017 10:53,4861,40560323888
0000000234.info.Traveler<-TravelerTotal,PASS,EText,1,1022.7989,6/9/2017 10:53,4857,40560323888
0000000234.info.Traveler<-AddAmount,PASS,EText,1,1052.4526,6/9/2017 10:53,4857,40560323888
0000000234.info.Traveler<-TicketValue,PASS,EText,1,980.482,6/9/2017 10:53,4857,40560323888
0000000234.info.Traveler<-PreviousTicket,PASS,EText,1,1004.3081,6/9/2017 10:53,4901,40560323888
0000000234.info.Traveler<-Ticket2,PASS,EText,1,979.3944,6/9/2017 10:53,4915,40560323888
0000000234.info.Traveler<-ChangeFee,PASS,EText,1,958.8563,6/9/2017 10:53,4915,40560323888
0000000234.info.Traveler<-Ticket,PASS,EText,1,1031.8016,6/9/2017 10:53,4917,40560323888
0000000234.info.Traveler<-Travelers,PASS,EText,1,2845.5311,6/9/2017 10:53,4625,40560323888
0000000234.info.Traveler<-ConfirmationCode,PASS,EText,1,3166.9141,6/9/2017 10:53,4631,40560323888
0000000053.info.Arriving<-Seats,PASS,EText,2,1682.2515,6/9/2017 10:57,3307,40276543140
vadump_noMissingProperties.struct.TypeFlag<-BaseAddressStruct,PASS,EText,1,534.6583,6/9/2017 8:15,3851,39857166720
0000009602.info.To<-root,PASS,EText,1,636.1815,6/9/2017 10:45,3733,39853102080
0000009602.info.To<-Locator,PASS,EText,1,482.6801,6/9/2017 10:45,3697,39798816640
0000009602.info.To<-Company,PASS,EText,1,483.5077,6/9/2017 10:45,3807,39798816640
mvp-aektauyi.ibp.PendingChange<-FileNameStruct,PASS,EText,3,1214.1712,6/9/2017 10:02,3059,38286472554
mvp-aektauyi.ibp.FileName<-FileNameStruct,PASS,EText,2,638.2535,6/9/2017 10:02,2849,38058498116
hadoop.field5<-root,PASS,EText,1,2723.7396,6/9/2017 10:05,4002,37841875560
mvp-doug.atoms2.N4<-root,PASS,EText,3,3389.2535,6/9/2017 10:02,6674,36898374906
0000014442.info.DepartureTime<-From,PASS,EText,1,427.5169,6/9/2017 10:40,3376,36561557040
0000014442.info.DepartureTime<-Flight,PASS,EText,1,451.3474,6/9/2017 10:40,3346,36561557040
0000014442.info.ArrivalTime<-Locator,PASS,EText,1,503.3983,6/9/2017 10:39,3427,36216590640
0000014442.info.ArrivalTime<-Name,PASS,EText,1,501.6331,6/9/2017 10:39,3597,36216590640
logfile.threeproperties.property2<-Property1,PASS,EText,1,605.5848,6/9/2017 10:04,3244,35195610312
logfile.threeproperties.property2<-Property1Struct,PASS,EText,1,572.6379,6/9/2017 10:04,3244,35195610312
0000009602.info.DepartureTime<-Name,PASS,EText,1,475.8649,6/9/2017 10:45,3790,35194555560
xmlEmployee.id_name_age.Name<-IdStruct,PASS,EText,1,592.6481,6/9/2017 8:14,4626,34415759004
0000021419.info.DepartureGate<-DepartureTime,PASS,EText,1,492.1635,6/9/2017 10:38,3752,33289823610
mvp-doug.atoms2.N6<-root,PASS,EText,2,2539.1687,6/9/2017 10:01,8914,33236092654
instruments.field7<-field5,PASS,EText,1,397.8632,6/9/2017 10:04,2917,33171566505
0000000452.info.Arriving<-Code,PASS,EText,1,1176.4319,6/9/2017 10:47,3209,33075787860
0000021419.info.To<-Locator,PASS,EText,1,521.3846,6/9/2017 10:37,3704,32803444608
0000021419.info.To<-Name,PASS,EText,1,499.7376,6/9/2017 10:37,3726,32803444608
vadump.struct.StateFlag<-BaseAddressStruct,PASS,EText,1,516.7095,6/9/2017 8:15,4291,32628639200
0000021419.info.To<-From,PASS,EText,1,477.387,6/9/2017 10:37,3506,32275551616
0000021419.info.To<-Flight,PASS,EText,1,466.0705,6/9/2017 10:37,3502,32275551616
0000000121.info.Departing<-Meals,PASS,EText,1,1011.0984,6/9/2017 10:55,3129,32175257400
mvp-aektauyi.ibp.User<-DirectoryStruct,PASS,EText,3,1944.9472,6/9/2017 10:02,4435,31550443965
0000014442.info.ArrivalGate<-Locator,PASS,EText,1,491.2727,6/9/2017 10:39,3231,31430547720
0000014442.info.ArrivalGate<-Name,PASS,EText,1,458.1926,6/9/2017 10:39,3401,31430547720
0000021419.info.DepartureGate<-BagClaim,PASS,EText,1,566.1814,6/9/2017 10:37,4443,31371819300
0000021419.info.DepartureGate<-ArrivalGate,PASS,EText,1,517.1112,6/9/2017 10:38,4445,31371819300
0000021419.info.DepartureGate<-ArrivalTime,PASS,EText,1,541.8796,6/9/2017 10:38,4437,31371819300
0000021419.info.DepartureGate<-To,PASS,EText,1,490.4742,6/9/2017 10:38,4395,31371819300
0000000053.info.Departing<-Flight,PASS,EText,1,349.1826,6/9/2017 10:57,3205,29662004736
0000000053.info.Arriving<-Cabin,PASS,EText,2,1695.8814,6/9/2017 10:57,2728,29249087350
0000021419.info.DepartureTime<-From,PASS,EText,1,437.5744,6/9/2017 10:38,3265,28341320240
0000021419.info.DepartureTime<-Flight,PASS,EText,1,408.3624,6/9/2017 10:38,3241,28341320240
0000014442.info.DepartureTime<-Status,PASS,EText,1,417.687,6/9/2017 10:40,2869,28260923440
0000021419.info.ArrivalTime<-Locator,PASS,EText,1,477.3313,6/9/2017 10:37,3255,27550465840
0000021419.info.ArrivalTime<-Name,PASS,EText,1,483.0431,6/9/2017 10:37,3259,27550465840
louis_log_file2.date_id_name.TheStoredProcName<-root,PASS,EText,1,1546.5168,6/9/2017 10:03,3048,27045307900
0000006661.info.Departure<-root,PASS,EText,1,466.6844,6/9/2017 10:46,3214,26966152192
mvp-doug.atoms2.N5<-root,PASS,EText,1,1072.4289,6/9/2017 10:01,5721,26505439617
vadump_noMissingProperties.struct.StateFlag<-BaseAddressStruct,PASS,EText,1,495.7977,6/9/2017 8:15,3591,26381262944
techfest.Author1<-Name,PASS,EText,1,595.8809,6/9/2017 8:16,3051,26076290240
techfest.Author1<-ID,PASS,EText,1,619.856,6/9/2017 8:16,3093,26076290240
techfest.Author1<-Record,PASS,EText,1,567.6775,6/9/2017 8:16,2993,26076290240
techfest.test.Author1<-Name,PASS,EText,1,655.6844,6/9/2017 8:16,3051,26076290240
techfest.test.Author1<-ID,PASS,EText,1,576.9274,6/9/2017 8:16,3093,26076290240
techfest.test.Author1<-Record,PASS,EText,1,464.0786,6/9/2017 8:16,2993,26076290240
mvp-aektauyi.ibp.PendingChange<-FileName,PASS,EText,3,1281.4652,6/9/2017 10:02,2783,25719897357
mvp-aektauyi.ibp.User<-root,PASS,EText,3,2588.6444,6/9/2017 10:02,3841,25076580488
0000014442.info.ArrivalTime<-ArrivalGate,PASS,EText,1,387.6904,6/9/2017 10:39,2766,25071509040
0000000121.info.Departing<-Carrier,PASS,EText,1,312.5703,6/9/2017 10:55,2846,24925431960
0000009602.info.To<-From,PASS,EText,1,405.5594,6/9/2017 10:45,3197,24673855360
0000009602.info.To<-Flight,PASS,EText,1,460.275,6/9/2017 10:45,3207,24673855360
0000009602.info.DepartureTime<-ArrivalTime,PASS,EText,1,397.4342,6/9/2017 10:45,3192,24500961960
0000009602.info.DepartureTime<-To,PASS,EText,1,382.3741,6/9/2017 10:45,3174,24500961960
0000014442.info.From<-root,PASS,EText,1,615.775,6/9/2017 10:40,3110,24447791104
0000014442.info.From<-Locator,PASS,EText,1,542.0052,6/9/2017 10:40,3478,24409752576
0000014442.info.From<-Name,PASS,EText,1,546.3821,6/9/2017 10:40,3586,24409752576
0000000452.info.Arriving<-Cabin,PASS,EText,1,1064.1508,6/9/2017 10:47,2669,24246489190
0000000452.info.Departing<-Flight,PASS,EText,1,333.8258,6/9/2017 10:48,2983,23938672128
logfile.threeproperties.property3<-Property1Struct,PASS,EText,2,1721.485,6/9/2017 10:04,3959,23738833014
vadump_noMissingProperties.struct.TypeDefinition<-BaseAddressStruct,PASS,EText,1,352.3601,6/9/2017 8:15,2757,23647851750
vadump_noMissingProperties.struct.Type<-BaseAddressStruct,PASS,EText,1,370.0094,6/9/2017 8:15,2705,23426597848
0000000053.info.Carrier<-Seats,PASS,EText,1,1126.2473,6/9/2017 10:58,3466,23179945500
0000000053.info.Carrier<-Cabin,PASS,EText,1,1114.943,6/9/2017 10:58,3476,23179945500
0000014442.info.From<-Company,PASS,EText,1,528.5684,6/9/2017 10:40,3144,23119709184
logfile.threeproperties.property3<-property2,PASS,EText,1,703.6737,6/9/2017 10:04,2941,22740441516
logfile.threeproperties.property3<-Property1,PASS,EText,1,535.0932,6/9/2017 10:04,2964,22740441516
0000014442.info.ArrivalTime<-To,PASS,EText,1,403.5632,6/9/2017 10:39,3077,22643669040
0000014442.info.ArrivalTime<-DepartureGate,PASS,EText,1,364.7464,6/9/2017 10:39,3103,22643669040
0000014442.info.ArrivalTime<-DepartureTime,PASS,EText,1,413.0328,6/9/2017 10:39,3111,22643669040
0000014442.info.ArrivalTime<-Status,PASS,EText,1,424.582,6/9/2017 10:39,3151,22643669040
0000000053.info.Departing<-Seats,PASS,EText,1,1136.6931,6/9/2017 10:57,2728,22255294320
0000769120.info.ConnectionAirline<-ArrivalGate,PASS,EText,1,430.082,6/9/2017 10:19,3745,22251517248
0000769120.info.ConnectionAirline<-Flight,PASS,EText,1,469.3523,6/9/2017 10:19,3711,22251517248
0000000452.info.Arriving<-Flight,PASS,EText,1,369.0826,6/9/2017 10:47,3201,22145758560
smaller_muratvmmserver_2.line_function.Function<-root,PASS,EText,1,1284.6344,6/9/2017 8:17,4034,22122847273
vadump_noMissingProperties.struct.Protect<-BaseAddressStruct,PASS,EText,1,1039.9936,6/9/2017 8:15,7916,21988721232
0000000053.info.Departing<-Cabin,PASS,EText,1,1076.3633,6/9/2017 10:57,2838,21237735792
mvp-aektauyi.ibp.PendingChange<-User,PASS,EText,2,693.6201,6/9/2017 10:02,2647,21056262535
0000009602.info.To<-Name,PASS,EText,1,399.5505,6/9/2017 10:45,3415,20832211840
0000021419.info.To<-BagClaim,PASS,EText,1,448.1715,6/9/2017 10:37,3372,20629690752
0000021419.info.To<-DepartureTime,PASS,EText,1,471.0597,6/9/2017 10:37,3134,20520779136
0000007772.info.Departure<-root,PASS,EText,1,484.0415,6/9/2017 10:45,3036,20352294144
0000000121.info.Number<-Flight,PASS,EText,1,273.4083,6/9/2017 10:55,3169,20120686920
0000014442.info.ArrivalGate<-To,PASS,EText,1,348.2135,6/9/2017 10:39,2913,19916222040
0000014442.info.ArrivalGate<-DepartureGate,PASS,EText,1,383.1318,6/9/2017 10:39,2939,19916222040
0000014442.info.ArrivalGate<-DepartureTime,PASS,EText,1,390.7415,6/9/2017 10:39,2987,19916222040
0000014442.info.ArrivalGate<-Status,PASS,EText,1,359.8749,6/9/2017 10:39,2987,19916222040
mvp-aektauyi.ibp.User<-FileName,PASS,EText,2,909.6814,6/9/2017 10:02,2664,19660892160
0000009602.info.To<-Status,PASS,EText,1,358.463,6/9/2017 10:45,2531,19511395200
0000000452.info.Carrier<-Code,PASS,EText,1,1114.3417,6/9/2017 10:48,3372,19493914140
0000000452.info.Carrier<-Cabin,PASS,EText,1,1108.4983,6/9/2017 10:48,3398,19493914140
0000014442.info.DepartureTime<-ArrivalGate,PASS,EText,1,384.7539,6/9/2017 10:40,3170,19454510640
0000014442.info.DepartureTime<-ArrivalTime,PASS,EText,1,369.2063,6/9/2017 10:40,3134,19454510640
0000014442.info.DepartureTime<-To,PASS,EText,1,409.1161,6/9/2017 10:40,3138,19454510640
0000021419.info.From<-root,PASS,EText,1,586.8051,6/9/2017 10:38,3139,19446530048
0000021419.info.From<-Locator,PASS,EText,1,506.1953,6/9/2017 10:38,3235,19412816896
0000021419.info.From<-Name,PASS,EText,1,489.1342,6/9/2017 10:38,3327,19412816896
0000009602.info.From<-root,PASS,EText,1,547.9327,6/9/2017 10:45,2985,19281625088
0000009602.info.From<-Locator,PASS,EText,1,478.0057,6/9/2017 10:45,2937,19248993280
0000007772.info.to<-root,PASS,EText,1,524.9145,6/9/2017 10:45,3162,19088154624
0000009602.info.To<-DepartureTime,PASS,EText,1,349.7491,6/9/2017 10:45,2466,19076492160
0000021419.info.ArrivalTime<-BagClaim,PASS,EText,1,403.782,6/9/2017 10:37,2683,19058536240
0000006661.info.To<-root,PASS,EText,1,476.796,6/9/2017 10:46,3257,18928926720
0000006661.info.Departure<-Arrival,PASS,EText,1,367.7939,6/9/2017 10:46,2660,18733873536
0000006661.info.Departure<-To,PASS,EText,1,378.0276,6/9/2017 10:46,2647,18733873536
0000000452.info.Departing<-Code,PASS,EText,1,1094.1316,6/9/2017 10:47,2632,18632939760
0000021419.info.To<-ArrivalGate,PASS,EText,1,414.0228,6/9/2017 10:37,3264,18515950464
popl13-erc.field2<-field3,PASS,EText,2,1876.4548,6/9/2017 8:19,5313,18461310240
0000014442.info.From<-Flight,PASS,EText,1,458.2621,6/9/2017 10:40,2990,18454791168
0000000121.info.Departing<-Seats,PASS,EText,1,801.0397,6/9/2017 10:55,2911,18400777560
0000000121.info.Departing<-FareCode,PASS,EText,1,878.2717,6/9/2017 10:55,2909,18400777560
0000000121.info.Departing<-Cabin,PASS,EText,1,775.9936,6/9/2017 10:55,2889,18400777560
0000021419.info.From<-Company,PASS,EText,1,492.0754,6/9/2017 10:38,3171,18281370624
0000009602.info.From<-Company,PASS,EText,1,449.4768,6/9/2017 10:45,3029,18205496320
hadoop.field2<-field1,PASS,EText,1,426.2061,6/9/2017 10:05,2559,18187727184
input_text.all.TheProcessName<-root,PASS,EText,1,6440.5504,6/9/2017 10:04,3193,18061550856
vadump_noMissingProperties.struct.ProtectDefinition<-BaseAddressStruct,PASS,EText,1,1007.471,6/9/2017 8:15,7831,18025803312
0000000452.info.Departing<-Cabin,PASS,EText,1,1028.8683,6/9/2017 10:47,2680,17686823664
0000273856.info.Arrives<-root,PASS,EText,1,4054.1948,6/9/2017 10:35,3658,17610557328
0000021419.info.To<-DepartureGate,PASS,EText,1,394.9034,6/9/2017 10:37,2972,17575519104
0000273856.info.Arrives<-Certificate,PASS,EText,1,1678.0599,6/9/2017 10:34,3896,17512847352
0000273856.info.Arrives<-Date,PASS,EText,1,1577.4086,6/9/2017 10:34,3906,17512847352
0000273856.info.Arrives<-CarHeldBy,PASS,EText,1,1597.9731,6/9/2017 10:34,3906,17512847352
0000273856.info.Arrives<-card,PASS,EText,1,1572.5549,6/9/2017 10:34,3924,17512847352
0000273856.info.Arrives<-Nonrefundable,PASS,EText,1,1557.6737,6/9/2017 10:34,3916,17512847352
0000273856.info.Arrives<-TotalFare,PASS,EText,1,1481.2535,6/9/2017 10:34,3920,17512847352
0000273856.info.Arrives<-TravelerTotal,PASS,EText,1,1406.7612,6/9/2017 10:34,3920,17512847352
0000273856.info.Arrives<-Amount,PASS,EText,1,1364.0993,6/9/2017 10:34,3926,17512847352
0000273856.info.Arrives<-TicketValue,PASS,EText,1,1321.6437,6/9/2017 10:34,3926,17512847352
0000273856.info.Arrives<-Previous,PASS,EText,1,1321.0183,6/9/2017 10:34,3932,17512847352
0000273856.info.Arrives<-Ticket2,PASS,EText,1,1336.0476,6/9/2017 10:35,3944,17512847352
0000273856.info.Arrives<-Change,PASS,EText,1,1216.5112,6/9/2017 10:35,3944,17512847352
0000273856.info.Arrives<-Ticket,PASS,EText,1,1216.877,6/9/2017 10:35,3978,17512847352
0000273856.info.Arrives<-Mileage,PASS,EText,1,1203.0503,6/9/2017 10:35,3996,17512847352
0000273856.info.Arrives<-Traveler,PASS,EText,1,1201.7703,6/9/2017 10:35,4048,17512847352
0000273856.info.Arrives<-Seats,PASS,EText,1,1059.832,6/9/2017 10:35,4050,17512847352
0000273856.info.Arrives<-Class,PASS,EText,1,962.5169,6/9/2017 10:35,4048,17512847352
0000273856.info.Arrives<-Equipment,PASS,EText,1,3441.2093,6/9/2017 10:35,3668,17512847352
0000273856.info.Arrives<-Flight,PASS,EText,1,3510.8535,6/9/2017 10:35,3708,17512847352
0000273856.info.Arrives<-Travelers,PASS,EText,1,3679.4715,6/9/2017 10:35,3698,17512847352
0000273856.info.Arrives<-Confirmation,PASS,EText,1,3992.9517,6/9/2017 10:35,3716,17512847352
louis_log_file1.date.Date<-DateStruct,PASS,EText,1,392.8807,6/9/2017 10:03,2210,17480198048
